sku,source_row_number,reasons,source_name,operational_name,source_description,operational_description,source_length_mm,source_width_mm,source_height_mm,source_outer_l_mm,source_outer_w_mm,source_outer_h_mm,operational_length_m,operational_width_m,operational_height_m,source_weight_kg,operational_weight_kg,source_cubic_m3,operational_cubic_m3,source_pallet,source_derived_cp,operational_cp,possible_unit_scale_warning,draft_name,draft_description,draft_dimensions,draft_weight,draft_cubic,draft_freight_type,previously_resolved_detected,identical_source_detected,bulk_safety_status,bulk_safety_issues,related_draft_memory_payloads_json
LASER-2.2CP-A1PH,28566,,2.2CP Parking Hoist 1 Phase,2.2CP Parking Hoist 1 Phase,2.2CP Parking Hoist Grey 1 Phase,2.2CP Parking Hoist Grey 1 Phase,3900.000000,1120.000000,1150.000000,3900.0,1120.0,1150.0,3.9000,1.1200,1.1500,1100.000000,1100.0000,5.023000,5.023000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2CP-B,28567,,2.2CP Parking Hoist,2.2CP Parking Hoist,2.2CP Parking Hoist,2.2CP Parking Hoist,3870.000000,1120.000000,690.000000,3870.0,1120.0,690.0,3.8700,1.1200,0.6900,1000.000000,1000.0000,2.991000,2.991000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2CP-B1PH,28568,,2.2CP Parking Hoist 1 Phase,2.2CP Parking Hoist 1 Phase,2.2CP Parking Hoist 1 Phase,2.2CP Parking Hoist 1 Phase,4200.000000,1150.000000,720.000000,4200.0,1150.0,720.0,4.2000,1.1500,0.7200,1100.000000,1100.0000,3.478000,3.478000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2CP-B3PH,28569,,2.2CP Parking Hoist 3 Phase,2.2CP Parking Hoist 3 Phase,2.2CP Parking Hoist 3 Phase,2.2CP Parking Hoist 3 Phase,4200.000000,1150.000000,720.000000,4200.0,1150.0,720.0,4.2000,1.1500,0.7200,1100.000000,1100.0000,3.478000,3.478000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2CP7016,28570,,2.2CP Parking Hoist Grey,2.2CP Parking Hoist Grey,2.2CP Parking Hoist Grey,2.2CP Parking Hoist Grey,4400.000000,1120.000000,800.000000,4400.0,1120.0,800.0,4.4000,1.1200,0.8000,1100.000000,1100.0000,3.942000,3.942000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-4.3,28571,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,4 Post Car Parking Hoist 3 pts,4 Post Car Parking Hoist 3 pts,4 Post Car Parking Hoist,4 Post Car Parking Hoist,0.000000,0.000000,0.000000,3550.0,1170.0,710.0,3.5500,1.1700,0.7100,2734.000000,2734.0000,8.410000,8.410000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER2.2-CP2002,28572,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Laser 2.2-CP RAL2002,Laser 2.2-CP RAL2002,Laser 2.2-CP RAL2002,Laser 2.2-CP RAL2002,0.000000,0.000000,0.000000,1350.0,850.0,1250.0,1.3500,0.8500,1.2500,2900.000000,2900.0000,6.510000,6.510000,4.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LIGHTING-SET,28754,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Lighting Set for Magix 35DS-2,Lighting Set for Magix 35DS-2,Lighting Set for Magix 35DS-2,Lighting Set for Magix 35DS-2,0.000000,0.000000,0.000000,2750.0,210.0,120.0,2.7500,0.2100,0.1200,3.791700,182.0000,0.034000,1.630000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
M2.35FP,28932,,Maestro 2.35 F Premium,Maestro 2.35 F Premium,Maestro 2.35 F Premium,Maestro 2.35 F Premium,2770.000000,1100.000000,440.000000,2770.0,1100.0,440.0,2.7700,1.1000,0.4400,695.000000,695.0000,1.341000,1.341000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
M245-25A24013,28933,WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Hydraulic Power Pack 415V P3,Hydraulic Power Pack 415V P3,Hydraulic Power Pack 415V Phase 3,Hydraulic Power Pack 415V Phase 3,1000.000000,1200.000000,1700.000000,1000.0,1200.0,1700.0,1.0000,1.2000,1.7000,23.800000,595.0000,0.081600,2.040000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
M75HWB,28996,WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Mobile 75 H WB Columns,Mobile 75 H WB Columns,Mobile 75 H WB Columns,Mobile 75 H WB Columns,2450.000000,1150.000000,2300.000000,2450.0,1150.0,2300.0,2.4500,1.1500,2.3000,587.500000,1175.0000,3.240000,6.480000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA232F,29011,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro Hoist 2.32 F,Maestro Hoist 2.32 F,Maestro Hoist 2.32 F,Maestro Hoist 2.32 F,0.000000,0.000000,0.000000,2770.0,1100.0,490.0,2.7700,1.1000,0.4900,641.000000,641.0000,1.482000,1.482000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA235FS,29012,,Maestro Hoist 2.35 F,Maestro Hoist 2.35 F,Maestro Hoist 2.35 F,Maestro Hoist 2.35 F,2750.000000,1100.000000,490.000000,2750.0,1100.0,490.0,2.7500,1.1000,0.4900,688.000000,688.0000,1.482000,1.482000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA235FSP,29013,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro Hoist 2.35 F Sport,Maestro Hoist 2.35 F Sport,Maestro Hoist 2.35 F Sport,Maestro Hoist 2.35 F Sport,0.000000,0.000000,0.000000,2770.0,1100.0,440.0,2.7700,1.1000,0.4400,695.000000,695.0000,1.341000,1.341000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA235FSP-Q,29014,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro Hoist 2.35 F Sport Q,Maestro Hoist 2.35 F Sport Q,Maestro Hoist 2.35 F Sport Quarantine,Maestro Hoist 2.35 F Sport Quarantine,0.000000,0.000000,0.000000,3100.0,1100.0,440.0,3.1000,1.1000,0.4400,695.000000,695.0000,1.341000,1.341000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA250FL,29016,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro Hoist 2.50 FL,Maestro Hoist 2.50 FL,Maestro Hoist 2.50 FL,Maestro Hoist 2.50 FL,0.000000,0.000000,0.000000,2390.0,1160.0,500.0,2.3900,1.1600,0.5000,1133.000000,1133.0000,1.341000,1.341000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA265F,29017,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro Hoist 2.65 F - 2 Parts,Maestro Hoist 2.65 F - 2 Parts,Maestro Hoist 2.65 F - 2 Parts,Maestro Hoist 2.65 F - 2 Parts,0.000000,0.000000,0.000000,2390.0,940.0,430.0,2.3900,0.9400,0.4300,1554.000000,1554.0000,2.767000,2.767000,2.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA265FMB,29018,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro 2.65F - MB - 2 Parts,Maestro 2.65F - MB - 2 Parts,Maestro 2.65F - MB - 2 Parts,Maestro 2.65F - MB - 2 Parts,0.000000,0.000000,0.000000,2390.0,940.0,430.0,2.3900,0.9400,0.4300,1554.000000,1554.0000,2.219000,2.219000,2.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA32F,29020,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro Hoist 32 F,Maestro Hoist 32 F,Maestro Hoist 32 F,Maestro Hoist 32 F,0.000000,0.000000,0.000000,2770.0,1100.0,440.0,2.7700,1.1000,0.4400,695.000000,695.0000,1.341000,1.341000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MA35MFP,29021,,Maestro 35 M F Premium,Maestro 35 M F Premium,Maestro 35 M F Premium,Maestro 35 M F Premium,3150.000000,1150.000000,700.000000,3150.0,1150.0,700.0,3.1500,1.1500,0.7000,700.000000,700.0000,2.536000,2.536000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAE2.55F-RAL5002,29033,,Maestro 2.55 F 2 Post RAL5002,Maestro 2.55 F 2 Post RAL5002,Maestro 2.55 F 2 Post Hoist - RAL5002,Maestro 2.55 F 2 Post Hoist - RAL5002,3100.000000,1160.000000,500.000000,3100.0,1160.0,500.0,3.1000,1.1600,0.5000,1133.000000,1133.0000,1.798000,1.798000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAE2.55F-RAL7012,29034,,Maestro 2.55 F 2 Post RAL7012,Maestro 2.55 F 2 Post RAL7012,Maestro 2.55 F 2 Post Hoist - RAL7012/7040,Maestro 2.55 F 2 Post Hoist - RAL7012/7040,3100.000000,1160.000000,500.000000,3100.0,1160.0,500.0,3.1000,1.1600,0.5000,1133.000000,1133.0000,1.798000,1.798000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO2.32F,29035,,Two Post Hoist RAL5002,Two Post Hoist RAL5002,Two Post Hoist RAL5002,Two Post Hoist RAL5002,2770.000000,1130.000000,440.000000,2770.0,1130.0,440.0,2.7700,1.1300,0.4400,651.000000,651.0000,1.377000,1.377000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO2.32FARMS,29036,,Maestro 2.32 F Arm Set,Maestro 2.32 F Arm Set,Maestro 2.32 F Arm Set,Maestro 2.32 F Arm Set,1150.000000,540.000000,330.000000,1150.0,540.0,330.0,1.1500,0.5400,0.3300,123.500000,123.5000,0.205000,0.205000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO2.35FP,29037,,Maestro Hoist 2.35 F Premium,Maestro Hoist 2.35 F Premium,Maestro Hoist 2.35 F Premium,Maestro Hoist 2.35 F Premium,3150.000000,1150.000000,700.000000,3150.0,1150.0,700.0,3.1500,1.1500,0.7000,700.000000,700.0000,2.536000,2.536000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO2.35FPD,29038,,Maestro Hoist 2.35 FP DAMAGED,Maestro Hoist 2.35 FP DAMAGED,Maestro Hoist 2.35 F Premium - Damaged Return,Maestro Hoist 2.35 F Premium - Damaged Return,3150.000000,1150.000000,700.000000,3150.0,1150.0,700.0,3.1500,1.1500,0.7000,700.000000,700.0000,2.536000,2.536000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO2.55FVAS,29040,,Maestro 2.55 F 2 Post Hoist,Maestro 2.55 F 2 Post Hoist,Maestro 2.55 F 2 Post Hoist,Maestro 2.55 F 2 Post Hoist,3350.000000,1150.000000,1850.000000,3350.0,1150.0,1850.0,3.3500,1.1500,1.8500,1600.000000,1600.0000,7.127000,7.127000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO32MFP,29041,,Maestro 32MF Prem 2 Post Hoist,Maestro 32MF Prem 2 Post Hoist,Maestro 32MF Premium 2 Post Hoist,Maestro 32MF Premium 2 Post Hoist,2840.000000,1140.000000,530.000000,2840.0,1140.0,530.0,2.8400,1.1400,0.5300,576.000000,576.0000,1.716000,1.716000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO35F,29042,,Maestro 35 F,Maestro 35 F,Maestro 35 F,Maestro 35 F,2900.000000,1100.000000,550.000000,2900.0,1100.0,550.0,2.9000,1.1000,0.5500,682.000000,682.0000,1.755000,1.755000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO35MF,29043,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Maestro 35 MF,Maestro 35 MF,Maestro 35 MF,Maestro 35 MF,0.000000,0.000000,0.000000,3150.0,1150.0,700.0,3.1500,1.1500,0.7000,700.000000,700.0000,2.535000,2.535000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAESTRO35MFP,29044,,Maestro 35MF Prem 2 Post Hoist,Maestro 35MF Prem 2 Post Hoist,Maestro 35MF Premium 2 Post Hoist,Maestro 35MF Premium 2 Post Hoist,3150.000000,1150.000000,700.000000,3150.0,1150.0,700.0,3.1500,1.1500,0.7000,700.000000,700.0000,2.536000,2.536000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAGIX35DS,29049,,Magix 35DS Double Scissor Lift,Magix 35DS Double Scissor Lift,Magix 35DS Double Scissor Lift,Magix 35DS Double Scissor Lift,1790.000000,780.000000,920.000000,1790.0,780.0,920.0,1.7900,0.7800,0.9200,864.000000,864.0000,1.285000,1.285000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAGIX35DS-2,29050,,Magix 35DS-2 Double Scissor,Magix 35DS-2 Double Scissor,Magix 35DS-2 Double Scissor  Lift,Magix 35DS-2 Double Scissor  Lift,1730.000000,1020.000000,590.000000,1730.0,1020.0,590.0,1.7300,1.0200,0.5900,842.000000,842.0000,1.041000,1.041000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAGNAT35,29051,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Two Post Hoist,Two Post Hoist,Two Post Hoist,Two Post Hoist,0.000000,0.000000,0.000000,3000.0,1150.0,400.0,3.0000,1.1500,0.4000,800.000000,800.0000,1.380000,1.380000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAGNAT35RAL5002,29052,,Two Post Hoist RAL 5002,Two Post Hoist RAL 5002,Two Post Hoist RAL 5002,Two Post Hoist RAL 5002,2950.000000,1150.000000,500.000000,2950.0,1150.0,500.0,2.9500,1.1500,0.5000,800.000000,800.0000,1.696000,1.696000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAJOR4.55,29056,,"Major 4.55 - 30-55-WL, 230-400","Major 4.55 - 30-55-WL, 230-400","Major 4.55 - 30-55-WL, 230-400/3/50","Major 4.55 - 30-55-WL, 230-400/3/50",6540.000000,900.000000,700.000000,6540.0,900.0,700.0,6.5400,0.9000,0.7000,1749.000000,1749.0000,4.120000,4.120000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAJOR5529-55WL,29057,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Major 5529.55 WL 4 Poist Hoist,Major 5529.55 WL 4 Poist Hoist,Major 5529.55 WL 4 Poist Hoist,Major 5529.55 WL 4 Poist Hoist,0.000000,0.000000,0.000000,5940.0,810.0,640.0,5.9400,0.8100,0.6400,3308.000000,3308.0000,5.990000,5.990000,4.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAJOR7230,29058,,Major 7230-60 S,Major 7230-60 S,Major 7230-60 S,Major 7230-60 S,6600.000000,950.000000,700.000000,6600.0,950.0,700.0,6.6000,0.9500,0.7000,1800.000000,1800.0000,4.389000,4.389000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
MAS235,29083,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Masterlift 2.35 SAA 2.30 Hoist,Masterlift 2.35 SAA 2.30 Hoist,Masterlift 2.35 SAA 2.30 Sport In Ground Hoist,Masterlift 2.35 SAA 2.30 Sport In Ground Hoist,0.000000,0.000000,0.000000,1200.0,2600.0,700.0,1.2000,2.6000,0.7000,2410.000000,2410.0000,8.856000,8.856000,6.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
