row_type,check_type,case_id,test_type,purpose,suburb,state,postcode,tailgate,rank,expected_carrier,actual_carrier,carrier_status,expected_service,actual_service,service_status,expected_estimate_ex_gst,actual_estimate_ex_gst,difference,estimate_status,expected_total_weight_kg,actual_total_weight_kg,weight_status,expected_total_cubic_m3,actual_total_cubic_m3,cubic_status,actual_rating_cubic_m3,pallet_cubic_adjustment_m3,overall_status,validation_status,source_page,notes
component_totals,component_totals,CASE_002,Base consolidation / SA ranking,"Validate base two-SKU consolidation, SA destination, total weight/cubic, ranking without tailgate.",BLAIR ATHOL,SA,5084,NO,,,TEAMEX,,,ROAD,,,135.22,,,1035,1035.0000,OK,0.9119999999999999,0.912000,OK,1.032000,0.12,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_003,Heavy SKU accepted / SM460-A,"Validate heavy SKU accepted by carriers and ranking for SM460-A × 4, Tailgate NO.",BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,133.28,,,8930,8930.0000,OK,4.351,4.351000,OK,4.431000,0.08,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_004,Volumetric + Tailgate / multiple lines,Validate high cubic shipment with Tailgate YES and multiple lines of same SKU.,BLAIR ATHOL,SA,5084,YES,,,STEA,,,ROAD,,,316.84,,,10982.5,10982.5000,OK,28.86,28.860000,OK,28.960000,0.10,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_005,Tailgate comparison / base two SKUs,Validate effect of Tailgate YES against CASE_002 same products/location.,BLAIR ATHOL,SA,5084,YES,,,STEA,,,ROAD,,,376.40,,,1035,1035.0000,OK,0.9119999999999999,0.912000,OK,1.032000,0.12,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_006,Heavy SKU + Tailgate / SM460,Validate heavy SM460 × 4 with Tailgate YES.,BLAIR ATHOL,SA,5084,YES,,,STEA,,,ROAD,,,257.28,,,8930,8930.0000,OK,4.782,4.782000,OK,4.862000,0.08,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_007,Volumetric interstate + Tailgate,Validate VIC volumetric SKU with Tailgate YES against CASE_001.,CAROLINE SPRINGS,VIC,3020,YES,,,KTI,,,GENERAL,,,671.53,,,2196.5,2196.5000,OK,14.43,14.430000,OK,14.450000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,47.60,,,102.5,102.5000,OK,0.336,0.336000,OK,0.356000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,47.60,,,312.5,312.5000,OK,0.576,0.576000,OK,0.596000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,76.16,,,415,415.0000,OK,0.9119999999999999,0.912000,OK,0.952000,0.04,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,,,STEA,,,ROAD,,,138.16,,,415,415.0000,OK,0.9119999999999999,0.912000,OK,0.952000,0.04,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,47.60,,,2232.5,2232.5000,OK,4.782,4.782000,OK,4.802000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,76.16,,,4465,4465.0000,OK,4.782,4.782000,OK,4.822000,0.04,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,133.28,,,8930,8930.0000,OK,4.782,4.782000,OK,4.862000,0.08,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,47.60,,,2196.5,2196.5000,OK,14.43,14.430000,OK,14.450000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,76.16,,,4393,4393.0000,OK,14.43,14.430000,OK,14.470000,0.04,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,104.72,,,6589.5,6589.5000,OK,14.43,14.430000,OK,14.490000,0.06,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,,,STEA,,,ROAD,,,133.28,,,8786,8786.0000,OK,14.43,14.430000,OK,14.510000,0.08,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_019,Interstate base two SKUs,"Validate same base products as CASE_002 but VIC destination, Tailgate NO.",CAROLINE SPRINGS,VIC,3020,NO,,,KTI,,,GENERAL,,,151.22,,,1035,1035.0000,OK,0.9119999999999999,0.912000,OK,1.032000,0.12,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
component_totals,component_totals,CASE_020,Interstate base two SKUs + Tailgate,Validate CASE_019 with Tailgate YES.,CAROLINE SPRINGS,VIC,3020,YES,,,KTI,,,GENERAL,,,373.22,,,1035,1035.0000,OK,0.9119999999999999,0.912000,OK,1.032000,0.12,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
